ID_Vulnerabilidade,ID_Ativo,Severidade,Data_Detectada,Status_Correção
VUL005257,ATV00555,Crítica,2025-05-05,Corrigida
VUL005258,ATV00355,Média,2025-05-01,Não Corrigida
VUL005259,ATV00508,Alta,2025-01-09,Em Progresso
VUL005260,ATV00819,Média,2025-01-17,Corrigida
VUL005261,ATV00066,Alta,2025-01-26,Em Progresso
VUL005262,ATV00542,Baixa,2025-03-21,Em Progresso
VUL005263,ATV00435,Crítica,2024-12-31,Não Corrigida
VUL005264,ATV00648,Crítica,2025-05-08,Corrigida
VUL005265,ATV00039,Baixa,2025-02-21,Em Progresso
VUL005266,ATV00287,Alta,2024-12-15,Em Progresso
VUL005267,ATV00828,Crítica,2025-03-15,Corrigida
VUL005268,ATV00639,Crítica,2025-04-27,Em Progresso
VUL005269,ATV00909,Alta,2025-01-24,Em Progresso
VUL005270,ATV00884,Baixa,2025-03-20,Em Progresso
VUL005271,ATV00806,Crítica,2025-01-02,Não Corrigida
VUL005272,ATV00788,Média,2024-12-06,Em Progresso
VUL005273,ATV00839,Alta,2025-03-03,Não Corrigida
VUL005274,ATV00006,Crítica,2024-12-01,Não Corrigida
VUL005275,ATV00806,Baixa,2025-03-25,Em Progresso
VUL005276,ATV00595,Alta,2024-12-15,Em Progresso
VUL005277,ATV00739,Baixa,2025-02-20,Não Corrigida
VUL005278,ATV00245,Crítica,2025-01-06,Em Progresso
VUL005279,ATV00745,Crítica,2025-01-13,Não Corrigida
VUL005280,ATV00345,Alta,2024-12-23,Em Progresso
VUL005281,ATV00139,Baixa,2024-11-30,Não Corrigida
VUL005282,ATV00585,Alta,2025-01-21,Não Corrigida
VUL005283,ATV00807,Alta,2025-05-12,Não Corrigida
VUL005284,ATV00564,Alta,2024-11-30,Corrigida
VUL005285,ATV00600,Crítica,2025-03-21,Em Progresso
VUL005286,ATV00015,Crítica,2025-01-19,Corrigida
VUL005287,ATV00636,Crítica,2025-01-17,Em Progresso
VUL005288,ATV00518,Média,2025-01-28,Em Progresso
VUL005289,ATV00951,Alta,2025-04-21,Não Corrigida
VUL005290,ATV00101,Crítica,2025-05-02,Em Progresso
VUL005291,ATV00997,Média,2025-02-07,Em Progresso
VUL005292,ATV00238,Média,2025-02-27,Não Corrigida
VUL005293,ATV00696,Alta,2025-02-17,Em Progresso
VUL005294,ATV00970,Crítica,2025-04-18,Não Corrigida
VUL005295,ATV00269,Crítica,2025-02-17,Não Corrigida
VUL005296,ATV00261,Alta,2025-04-05,Corrigida
VUL005297,ATV00728,Crítica,2024-12-14,Em Progresso
VUL005298,ATV00972,Baixa,2025-02-13,Corrigida
VUL005299,ATV00237,Média,2025-04-08,Em Progresso
VUL005300,ATV00739,Média,2025-03-12,Em Progresso
VUL005301,ATV00504,Alta,2025-04-17,Não Corrigida
VUL005302,ATV00498,Alta,2025-02-03,Corrigida
VUL005303,ATV00528,Média,2024-12-08,Não Corrigida
VUL005304,ATV00514,Média,2025-01-07,Em Progresso
VUL005305,ATV00191,Baixa,2025-02-04,Em Progresso
VUL005306,ATV00368,Crítica,2025-03-29,Corrigida
VUL005307,ATV00997,Alta,2025-01-31,Em Progresso
VUL005308,ATV00441,Baixa,2025-03-19,Não Corrigida
VUL005309,ATV00170,Baixa,2025-04-11,Em Progresso
VUL005310,ATV00156,Alta,2024-12-04,Em Progresso
VUL005311,ATV00884,Crítica,2025-01-06,Corrigida
VUL005312,ATV00680,Média,2024-11-25,Não Corrigida
VUL005313,ATV00231,Alta,2024-12-08,Não Corrigida
VUL005314,ATV00070,Alta,2025-03-24,Não Corrigida
VUL005315,ATV00349,Crítica,2025-02-09,Não Corrigida
VUL005316,ATV00669,Alta,2025-02-26,Corrigida
VUL005317,ATV00389,Média,2025-03-21,Em Progresso
VUL005318,ATV00508,Alta,2025-02-12,Em Progresso
VUL005319,ATV00362,Crítica,2024-12-08,Corrigida
VUL005320,ATV00891,Crítica,2025-03-25,Não Corrigida
VUL005321,ATV00705,Média,2024-12-11,Não Corrigida
VUL005322,ATV00296,Baixa,2025-04-26,Corrigida
VUL005323,ATV00634,Alta,2025-04-25,Corrigida
VUL005324,ATV00671,Baixa,2025-01-15,Não Corrigida
VUL005325,ATV00243,Crítica,2024-12-30,Não Corrigida
VUL005326,ATV00894,Baixa,2025-01-24,Em Progresso
VUL005327,ATV00241,Alta,2024-12-10,Em Progresso
VUL005328,ATV00706,Alta,2024-12-28,Corrigida
VUL005329,ATV00427,Baixa,2025-04-29,Não Corrigida
VUL005330,ATV00031,Baixa,2025-03-28,Corrigida
VUL005331,ATV00509,Alta,2025-04-14,Não Corrigida
VUL005332,ATV00213,Média,2024-11-30,Corrigida
VUL005333,ATV00868,Crítica,2025-04-10,Em Progresso
VUL005334,ATV00698,Alta,2025-01-27,Em Progresso
VUL005335,ATV00905,Alta,2025-01-06,Não Corrigida
VUL005336,ATV00347,Alta,2025-04-02,Não Corrigida
VUL005337,ATV00300,Média,2025-01-29,Não Corrigida
VUL005338,ATV00997,Crítica,2024-12-12,Não Corrigida
VUL005339,ATV00423,Alta,2025-02-19,Corrigida
VUL005340,ATV00539,Baixa,2025-01-21,Em Progresso
VUL005341,ATV00516,Média,2025-01-29,Corrigida
VUL005342,ATV00020,Crítica,2024-11-23,Não Corrigida
VUL005343,ATV00291,Baixa,2025-03-17,Corrigida
VUL005344,ATV00857,Alta,2025-02-26,Não Corrigida
VUL005345,ATV00492,Crítica,2025-01-16,Corrigida
VUL005346,ATV00987,Média,2024-12-16,Corrigida
VUL005347,ATV00608,Alta,2025-01-14,Em Progresso
VUL005348,ATV00633,Média,2025-05-03,Em Progresso
VUL005349,ATV01000,Média,2025-02-11,Em Progresso
VUL005350,ATV00075,Média,2025-04-19,Não Corrigida
VUL005351,ATV00073,Média,2025-02-10,Não Corrigida
VUL005352,ATV00918,Baixa,2024-12-30,Corrigida
VUL005353,ATV00728,Crítica,2025-01-27,Não Corrigida
VUL005354,ATV00612,Média,2025-01-02,Corrigida
VUL005355,ATV00187,Baixa,2025-02-25,Não Corrigida
VUL005356,ATV00813,Média,2025-04-18,Em Progresso
VUL005357,ATV00548,Crítica,2025-03-30,Em Progresso
VUL005358,ATV00430,Baixa,2025-02-19,Não Corrigida
VUL005359,ATV00731,Baixa,2024-12-20,Em Progresso
VUL005360,ATV00329,Média,2025-04-04,Corrigida
VUL005361,ATV00709,Baixa,2025-03-03,Não Corrigida
VUL005362,ATV00047,Crítica,2025-01-10,Corrigida
VUL005363,ATV00354,Média,2025-02-10,Em Progresso
VUL005364,ATV00173,Média,2025-04-13,Não Corrigida
VUL005365,ATV00813,Baixa,2025-01-29,Não Corrigida
VUL005366,ATV00561,Alta,2024-12-12,Corrigida
VUL005367,ATV00984,Baixa,2025-02-07,Não Corrigida
VUL005368,ATV00077,Baixa,2025-03-04,Corrigida
VUL005369,ATV00843,Média,2025-01-07,Em Progresso
VUL005370,ATV00994,Média,2025-04-26,Corrigida
VUL005371,ATV00324,Crítica,2025-02-19,Em Progresso
VUL005372,ATV00119,Baixa,2024-12-10,Não Corrigida
VUL005373,ATV00177,Média,2024-12-21,Corrigida
VUL005374,ATV00001,Baixa,2025-03-04,Corrigida
VUL005375,ATV00872,Média,2025-02-24,Em Progresso
VUL005376,ATV00791,Baixa,2025-04-20,Corrigida
VUL005377,ATV00752,Crítica,2024-12-18,Não Corrigida
VUL005378,ATV00553,Baixa,2025-03-28,Em Progresso
VUL005379,ATV00704,Baixa,2024-12-30,Corrigida
VUL005380,ATV00536,Baixa,2024-12-30,Não Corrigida
VUL005381,ATV00033,Alta,2024-11-24,Em Progresso
VUL005382,ATV00585,Baixa,2025-03-16,Não Corrigida
VUL005383,ATV00158,Baixa,2024-12-30,Em Progresso
VUL005384,ATV00108,Alta,2025-03-24,Não Corrigida
VUL005385,ATV00576,Baixa,2024-12-17,Não Corrigida
VUL005386,ATV00771,Crítica,2025-02-02,Não Corrigida
VUL005387,ATV00170,Alta,2024-12-01,Em Progresso
VUL005388,ATV00729,Crítica,2025-03-29,Não Corrigida
VUL005389,ATV00596,Baixa,2024-12-01,Corrigida
VUL005390,ATV00840,Baixa,2025-02-11,Em Progresso
VUL005391,ATV00773,Média,2025-02-24,Em Progresso
VUL005392,ATV00506,Alta,2024-12-03,Corrigida
VUL005393,ATV00520,Média,2025-01-27,Corrigida
VUL005394,ATV00089,Baixa,2024-12-02,Não Corrigida
VUL005395,ATV00804,Alta,2025-03-14,Não Corrigida
VUL005396,ATV00243,Alta,2024-12-20,Corrigida
VUL005397,ATV00146,Crítica,2024-12-09,Em Progresso
VUL005398,ATV00009,Média,2024-11-26,Em Progresso
VUL005399,ATV00341,Média,2024-12-30,Não Corrigida
VUL005400,ATV00916,Alta,2024-12-03,Em Progresso
VUL005401,ATV00316,Crítica,2025-04-25,Não Corrigida
VUL005402,ATV00604,Crítica,2025-03-16,Em Progresso
VUL005403,ATV00823,Alta,2025-02-16,Em Progresso
VUL005404,ATV00702,Alta,2025-03-13,Em Progresso
VUL005405,ATV00485,Baixa,2024-11-24,Corrigida
VUL005406,ATV00172,Alta,2025-04-22,Em Progresso
VUL005407,ATV00763,Crítica,2025-01-02,Corrigida
VUL005408,ATV00045,Alta,2025-03-20,Corrigida
VUL005409,ATV00130,Alta,2025-04-07,Não Corrigida
VUL005410,ATV00304,Alta,2024-12-26,Corrigida
VUL005411,ATV00640,Crítica,2025-04-25,Em Progresso
VUL005412,ATV00380,Média,2024-11-27,Não Corrigida
VUL005413,ATV00928,Crítica,2025-05-05,Não Corrigida
VUL005414,ATV00884,Média,2025-03-21,Não Corrigida
VUL005415,ATV00430,Alta,2025-02-13,Em Progresso
VUL005416,ATV00892,Média,2025-04-25,Em Progresso
VUL005417,ATV00457,Média,2024-12-11,Em Progresso
VUL005418,ATV00560,Alta,2024-12-11,Em Progresso
VUL005419,ATV00346,Alta,2025-03-08,Em Progresso
VUL005420,ATV00862,Crítica,2025-02-17,Corrigida
VUL005421,ATV00326,Média,2024-12-17,Em Progresso
VUL005422,ATV00824,Baixa,2025-02-20,Em Progresso
VUL005423,ATV00122,Crítica,2024-12-15,Não Corrigida
VUL005424,ATV00759,Média,2024-12-01,Em Progresso
VUL005425,ATV00731,Alta,2025-05-09,Não Corrigida
VUL005426,ATV00712,Média,2024-12-25,Não Corrigida
VUL005427,ATV00023,Média,2024-12-03,Corrigida
VUL005428,ATV00758,Alta,2024-11-23,Não Corrigida
VUL005429,ATV00283,Média,2024-12-30,Não Corrigida
VUL005430,ATV00405,Média,2024-12-27,Não Corrigida
VUL005431,ATV00684,Alta,2025-01-13,Em Progresso
VUL005432,ATV00472,Crítica,2025-04-18,Em Progresso
VUL005433,ATV00345,Baixa,2024-12-30,Corrigida
VUL005434,ATV00175,Baixa,2025-05-05,Não Corrigida
VUL005435,ATV00833,Alta,2025-05-06,Em Progresso
VUL005436,ATV00243,Crítica,2025-03-28,Em Progresso
VUL005437,ATV00362,Média,2025-01-10,Não Corrigida
VUL005438,ATV00713,Alta,2025-01-04,Não Corrigida
VUL005439,ATV00473,Baixa,2025-04-09,Em Progresso
VUL005440,ATV00319,Média,2025-04-19,Em Progresso
VUL005441,ATV00352,Média,2024-12-01,Corrigida
VUL005442,ATV00135,Crítica,2025-02-09,Não Corrigida
VUL005443,ATV00967,Crítica,2024-12-18,Corrigida
VUL005444,ATV00144,Alta,2025-04-28,Não Corrigida
VUL005445,ATV00039,Baixa,2025-01-29,Não Corrigida
VUL005446,ATV00457,Crítica,2025-02-21,Não Corrigida
VUL005447,ATV00191,Crítica,2025-03-25,Não Corrigida
VUL005448,ATV00309,Crítica,2025-04-28,Em Progresso
VUL005449,ATV00927,Alta,2025-02-09,Corrigida
VUL005450,ATV00605,Média,2025-02-07,Em Progresso
VUL005451,ATV00568,Alta,2024-12-23,Corrigida
VUL005452,ATV00280,Alta,2025-02-13,Corrigida
VUL005453,ATV00007,Crítica,2025-02-19,Corrigida
VUL005454,ATV00938,Média,2024-12-29,Em Progresso
VUL005455,ATV00833,Crítica,2025-02-04,Em Progresso
VUL005456,ATV00259,Alta,2025-02-13,Em Progresso
VUL005457,ATV00689,Média,2025-04-27,Não Corrigida
VUL005458,ATV00054,Crítica,2024-12-18,Corrigida
VUL005459,ATV00530,Alta,2025-02-06,Em Progresso
VUL005460,ATV00251,Média,2025-03-04,Não Corrigida
VUL005461,ATV00622,Média,2024-12-27,Em Progresso
VUL005462,ATV00748,Baixa,2025-01-05,Não Corrigida
VUL005463,ATV00507,Crítica,2025-05-08,Não Corrigida
VUL005464,ATV00159,Crítica,2025-04-11,Não Corrigida
VUL005465,ATV00302,Baixa,2024-12-19,Não Corrigida
VUL005466,ATV00206,Crítica,2025-03-27,Corrigida
VUL005467,ATV00949,Média,2025-02-15,Não Corrigida
VUL005468,ATV00701,Baixa,2025-03-05,Não Corrigida
VUL005469,ATV00025,Crítica,2025-04-04,Não Corrigida
VUL005470,ATV00816,Baixa,2024-11-28,Em Progresso
VUL005471,ATV00915,Crítica,2024-11-23,Corrigida
VUL005472,ATV00280,Baixa,2025-01-13,Em Progresso
VUL005473,ATV00258,Alta,2025-05-02,Não Corrigida
VUL005474,ATV00859,Alta,2025-01-23,Não Corrigida
VUL005475,ATV00397,Crítica,2025-04-04,Não Corrigida
VUL005476,ATV00743,Alta,2025-01-13,Corrigida
VUL005477,ATV00024,Média,2024-11-24,Corrigida
VUL005478,ATV00433,Alta,2025-04-04,Não Corrigida
VUL005479,ATV00600,Crítica,2025-01-05,Corrigida
VUL005480,ATV00980,Alta,2025-03-22,Corrigida
VUL005481,ATV00214,Crítica,2025-03-26,Não Corrigida
VUL005482,ATV00742,Alta,2025-04-30,Não Corrigida
VUL005483,ATV00661,Crítica,2025-02-22,Em Progresso
VUL005484,ATV00769,Média,2025-03-30,Corrigida
VUL005485,ATV00083,Média,2025-03-29,Em Progresso
VUL005486,ATV00455,Baixa,2024-12-30,Em Progresso
VUL005487,ATV00892,Crítica,2025-04-25,Não Corrigida
VUL005488,ATV00863,Crítica,2025-04-10,Em Progresso
VUL005489,ATV00588,Baixa,2024-12-10,Não Corrigida
VUL005490,ATV00507,Crítica,2025-04-02,Corrigida
VUL005491,ATV00941,Baixa,2024-12-16,Não Corrigida
VUL005492,ATV00873,Baixa,2025-02-27,Em Progresso
VUL005493,ATV00042,Média,2024-11-23,Corrigida
VUL005494,ATV00750,Baixa,2024-11-24,Em Progresso
VUL005495,ATV00700,Crítica,2025-04-11,Em Progresso
VUL005496,ATV00524,Crítica,2025-03-05,Em Progresso
VUL005497,ATV00133,Crítica,2025-03-04,Em Progresso
VUL005498,ATV00876,Média,2025-05-06,Corrigida
VUL005499,ATV00672,Média,2025-01-25,Corrigida
VUL005500,ATV00138,Média,2025-05-03,Corrigida
VUL005501,ATV00700,Crítica,2025-02-02,Não Corrigida
VUL005502,ATV00549,Alta,2025-01-21,Corrigida
VUL005503,ATV00822,Baixa,2025-01-05,Em Progresso
VUL005504,ATV00515,Alta,2025-03-01,Corrigida
VUL005505,ATV00674,Crítica,2024-12-19,Corrigida
VUL005506,ATV00270,Baixa,2024-12-25,Em Progresso
VUL005507,ATV00473,Média,2025-04-21,Em Progresso
VUL005508,ATV00557,Baixa,2025-02-02,Em Progresso
VUL005509,ATV00120,Média,2025-02-19,Não Corrigida
VUL005510,ATV00015,Baixa,2025-04-08,Em Progresso
VUL005511,ATV00964,Média,2025-02-28,Corrigida
VUL005512,ATV00703,Crítica,2025-03-19,Em Progresso
VUL005513,ATV00351,Crítica,2025-03-27,Corrigida
VUL005514,ATV00066,Média,2024-12-18,Não Corrigida
VUL005515,ATV00350,Alta,2025-02-03,Em Progresso
VUL005516,ATV00482,Média,2024-12-18,Corrigida
VUL005517,ATV00206,Alta,2025-02-01,Não Corrigida
VUL005518,ATV00023,Baixa,2024-12-20,Corrigida
VUL005519,ATV00668,Baixa,2025-01-01,Não Corrigida
VUL005520,ATV00421,Média,2025-04-14,Em Progresso
VUL005521,ATV00056,Crítica,2025-03-21,Não Corrigida
VUL005522,ATV00409,Baixa,2024-11-28,Corrigida
VUL005523,ATV00672,Baixa,2025-04-22,Em Progresso
VUL005524,ATV00255,Baixa,2025-02-26,Corrigida
VUL005525,ATV00070,Alta,2025-03-12,Não Corrigida
VUL005526,ATV00169,Baixa,2024-12-27,Não Corrigida
VUL005527,ATV00917,Média,2025-02-14,Não Corrigida
VUL005528,ATV00916,Crítica,2025-04-19,Corrigida
VUL005529,ATV00079,Média,2025-01-12,Em Progresso
VUL005530,ATV00403,Alta,2024-12-04,Em Progresso
VUL005531,ATV00695,Baixa,2025-04-03,Não Corrigida
VUL005532,ATV00984,Crítica,2025-02-02,Não Corrigida
VUL005533,ATV00640,Média,2024-12-17,Em Progresso
VUL005534,ATV00537,Alta,2025-03-30,Corrigida
VUL005535,ATV00334,Crítica,2025-01-06,Em Progresso
VUL005536,ATV00862,Alta,2025-02-14,Corrigida
VUL005537,ATV00526,Baixa,2025-02-11,Em Progresso
VUL005538,ATV00032,Média,2025-02-21,Em Progresso
VUL005539,ATV00796,Crítica,2025-03-22,Em Progresso
VUL005540,ATV00835,Alta,2025-02-27,Não Corrigida
VUL005541,ATV00694,Média,2025-02-13,Em Progresso
VUL005542,ATV00468,Crítica,2024-12-13,Não Corrigida
VUL005543,ATV00075,Alta,2025-04-20,Em Progresso
VUL005544,ATV00790,Crítica,2024-12-02,Não Corrigida
VUL005545,ATV00940,Alta,2025-02-10,Corrigida
VUL005546,ATV00991,Crítica,2024-12-04,Não Corrigida
VUL005547,ATV00279,Média,2025-01-28,Corrigida
VUL005548,ATV00310,Baixa,2024-12-13,Corrigida
VUL005549,ATV00069,Alta,2024-12-06,Corrigida
VUL005550,ATV00043,Alta,2024-12-28,Corrigida
VUL005551,ATV00607,Alta,2025-02-20,Não Corrigida
VUL005552,ATV00807,Alta,2024-12-06,Não Corrigida
VUL005553,ATV00676,Baixa,2024-12-06,Corrigida
VUL005554,ATV00516,Média,2025-03-14,Corrigida
VUL005555,ATV00071,Baixa,2025-04-05,Corrigida
VUL005556,ATV00785,Alta,2025-03-15,Em Progresso
VUL005557,ATV00527,Alta,2024-12-12,Em Progresso
VUL005558,ATV00655,Crítica,2025-02-26,Em Progresso
VUL005559,ATV00157,Alta,2025-01-26,Corrigida
VUL005560,ATV00985,Média,2025-02-03,Não Corrigida
VUL005561,ATV00878,Crítica,2025-01-23,Não Corrigida
VUL005562,ATV00381,Alta,2025-04-30,Corrigida
VUL005563,ATV00626,Baixa,2025-02-06,Em Progresso
VUL005564,ATV00170,Baixa,2024-11-26,Em Progresso
VUL005565,ATV00599,Crítica,2025-05-02,Não Corrigida
VUL005566,ATV00539,Crítica,2025-04-30,Em Progresso
VUL005567,ATV00699,Média,2025-03-20,Em Progresso
VUL005568,ATV00108,Crítica,2025-04-29,Não Corrigida
VUL005569,ATV00732,Alta,2025-01-31,Em Progresso
VUL005570,ATV00021,Média,2025-01-08,Corrigida
VUL005571,ATV00600,Baixa,2024-12-15,Não Corrigida
VUL005572,ATV00218,Crítica,2024-12-28,Em Progresso
VUL005573,ATV00644,Média,2025-03-15,Em Progresso
VUL005574,ATV00762,Alta,2025-01-28,Não Corrigida
VUL005575,ATV00100,Crítica,2025-03-29,Corrigida
VUL005576,ATV00032,Baixa,2025-03-26,Corrigida
VUL005577,ATV00851,Alta,2025-04-29,Não Corrigida
VUL005578,ATV00889,Baixa,2025-03-04,Em Progresso
VUL005579,ATV00399,Média,2025-01-01,Corrigida
VUL005580,ATV00898,Média,2025-04-28,Em Progresso
VUL005581,ATV00328,Crítica,2025-03-16,Em Progresso
VUL005582,ATV00194,Baixa,2024-12-18,Corrigida
VUL005583,ATV00006,Média,2025-03-18,Corrigida
VUL005584,ATV00322,Baixa,2025-04-11,Não Corrigida
VUL005585,ATV00443,Crítica,2025-02-28,Em Progresso
VUL005586,ATV00162,Média,2025-02-12,Corrigida
VUL005587,ATV00222,Crítica,2024-12-30,Corrigida
VUL005588,ATV00283,Alta,2025-02-06,Não Corrigida
VUL005589,ATV00814,Crítica,2025-05-12,Não Corrigida
VUL005590,ATV00565,Crítica,2024-12-31,Em Progresso
VUL005591,ATV00739,Baixa,2025-02-07,Em Progresso
VUL005592,ATV00261,Alta,2025-02-06,Em Progresso
VUL005593,ATV00369,Crítica,2025-04-08,Não Corrigida
VUL005594,ATV00885,Crítica,2025-01-12,Não Corrigida
VUL005595,ATV00039,Média,2025-02-22,Não Corrigida
VUL005596,ATV00909,Média,2024-12-24,Não Corrigida
VUL005597,ATV00753,Crítica,2024-11-25,Não Corrigida
VUL005598,ATV00906,Média,2025-03-23,Corrigida
VUL005599,ATV00389,Crítica,2024-12-14,Em Progresso
VUL005600,ATV00817,Alta,2025-04-03,Não Corrigida
VUL005601,ATV00233,Baixa,2024-12-14,Não Corrigida
VUL005602,ATV00885,Média,2024-12-26,Corrigida
VUL005603,ATV00569,Média,2024-12-19,Corrigida
VUL005604,ATV00893,Crítica,2025-02-18,Em Progresso
VUL005605,ATV00683,Média,2024-11-23,Corrigida
VUL005606,ATV00175,Crítica,2024-12-08,Corrigida
VUL005607,ATV00656,Média,2025-01-21,Corrigida
VUL005608,ATV00779,Média,2025-05-05,Não Corrigida
VUL005609,ATV00434,Crítica,2025-02-07,Em Progresso
VUL005610,ATV00278,Alta,2025-03-29,Corrigida
VUL005611,ATV00702,Baixa,2024-12-31,Não Corrigida
VUL005612,ATV00715,Alta,2025-03-21,Em Progresso
VUL005613,ATV00836,Crítica,2025-04-24,Corrigida
VUL005614,ATV00062,Média,2025-01-18,Não Corrigida
VUL005615,ATV00940,Baixa,2025-03-29,Em Progresso
VUL005616,ATV00559,Baixa,2025-02-01,Corrigida
VUL005617,ATV00333,Alta,2025-04-02,Não Corrigida
VUL005618,ATV00618,Baixa,2025-03-04,Não Corrigida
VUL005619,ATV00694,Baixa,2025-04-29,Corrigida
VUL005620,ATV00840,Alta,2025-02-06,Corrigida
VUL005621,ATV00178,Baixa,2025-01-11,Corrigida
VUL005622,ATV00488,Crítica,2025-02-06,Corrigida
VUL005623,ATV00603,Baixa,2025-03-19,Em Progresso
VUL005624,ATV00351,Crítica,2025-02-26,Corrigida
VUL005625,ATV00556,Baixa,2024-12-12,Não Corrigida
VUL005626,ATV00486,Média,2025-05-03,Não Corrigida
VUL005627,ATV00392,Crítica,2025-03-26,Em Progresso
VUL005628,ATV00730,Baixa,2025-05-07,Corrigida
VUL005629,ATV00515,Média,2024-11-25,Corrigida
VUL005630,ATV00186,Crítica,2025-04-12,Corrigida
VUL005631,ATV00220,Média,2024-12-28,Corrigida
VUL005632,ATV00532,Baixa,2025-04-05,Em Progresso
VUL005633,ATV00253,Média,2025-01-11,Em Progresso
VUL005634,ATV00250,Baixa,2025-01-08,Em Progresso
VUL005635,ATV00226,Média,2024-12-04,Em Progresso
VUL005636,ATV00072,Baixa,2025-02-16,Não Corrigida
VUL005637,ATV00503,Alta,2025-02-16,Não Corrigida
VUL005638,ATV00329,Média,2025-01-21,Não Corrigida
VUL005639,ATV00210,Média,2025-01-03,Não Corrigida
VUL005640,ATV00298,Crítica,2025-04-17,Em Progresso
VUL005641,ATV00705,Crítica,2024-12-29,Não Corrigida
VUL005642,ATV00801,Crítica,2024-12-10,Não Corrigida
VUL005643,ATV00932,Média,2025-02-04,Não Corrigida
VUL005644,ATV00834,Crítica,2025-03-26,Corrigida
VUL005645,ATV00154,Alta,2024-12-27,Não Corrigida
VUL005646,ATV00323,Baixa,2025-04-01,Corrigida
VUL005647,ATV00678,Alta,2025-03-16,Corrigida
VUL005648,ATV00279,Média,2025-03-27,Em Progresso
VUL005649,ATV00645,Alta,2025-05-08,Não Corrigida
VUL005650,ATV00656,Crítica,2025-01-15,Não Corrigida
VUL005651,ATV00448,Média,2025-03-03,Não Corrigida
VUL005652,ATV00885,Baixa,2025-04-02,Em Progresso
VUL005653,ATV00713,Crítica,2024-12-13,Em Progresso
VUL005654,ATV00694,Alta,2024-12-14,Corrigida
VUL005655,ATV00743,Alta,2025-05-02,Em Progresso
VUL005656,ATV00322,Alta,2025-04-29,Corrigida
VUL005657,ATV00811,Média,2024-12-18,Não Corrigida
VUL005658,ATV00405,Alta,2025-04-20,Corrigida
VUL005659,ATV00796,Média,2025-04-20,Não Corrigida
VUL005660,ATV00975,Média,2025-03-23,Em Progresso
VUL005661,ATV00388,Média,2024-12-25,Não Corrigida
VUL005662,ATV00056,Média,2025-04-06,Em Progresso
VUL005663,ATV00187,Crítica,2025-04-13,Em Progresso
VUL005664,ATV00069,Crítica,2024-12-16,Corrigida
VUL005665,ATV00937,Baixa,2025-04-12,Em Progresso
VUL005666,ATV00357,Alta,2025-01-07,Corrigida
VUL005667,ATV00902,Crítica,2025-05-10,Não Corrigida
VUL005668,ATV00287,Baixa,2025-02-16,Em Progresso
VUL005669,ATV00844,Baixa,2025-01-29,Corrigida
VUL005670,ATV00118,Média,2025-04-23,Em Progresso
VUL005671,ATV00761,Baixa,2025-03-26,Não Corrigida
VUL005672,ATV00319,Alta,2024-11-28,Em Progresso
VUL005673,ATV00670,Baixa,2025-05-10,Corrigida
VUL005674,ATV00469,Média,2025-05-06,Corrigida
VUL005675,ATV00977,Baixa,2025-04-08,Não Corrigida
VUL005676,ATV00458,Média,2025-01-31,Corrigida
VUL005677,ATV00373,Crítica,2025-02-15,Em Progresso
VUL005678,ATV00800,Crítica,2025-05-03,Em Progresso
VUL005679,ATV00255,Alta,2025-01-16,Não Corrigida
VUL005680,ATV00432,Baixa,2025-04-12,Corrigida
VUL005681,ATV00353,Crítica,2025-02-27,Corrigida
VUL005682,ATV00278,Baixa,2025-02-05,Não Corrigida
VUL005683,ATV00637,Baixa,2025-03-02,Corrigida
VUL005684,ATV00171,Média,2025-03-22,Em Progresso
VUL005685,ATV00573,Média,2025-02-18,Corrigida
VUL005686,ATV00837,Crítica,2025-04-18,Não Corrigida
VUL005687,ATV00708,Média,2025-04-08,Corrigida
VUL005688,ATV00366,Alta,2024-12-19,Corrigida
VUL005689,ATV00428,Média,2025-03-17,Em Progresso
VUL005690,ATV00692,Baixa,2025-03-03,Em Progresso
VUL005691,ATV00802,Baixa,2025-04-12,Corrigida
VUL005692,ATV00455,Alta,2025-04-19,Não Corrigida
VUL005693,ATV00844,Crítica,2025-02-19,Em Progresso
VUL005694,ATV00443,Média,2025-02-24,Não Corrigida
VUL005695,ATV00796,Baixa,2025-05-05,Não Corrigida
VUL005696,ATV00594,Alta,2025-03-04,Corrigida
VUL005697,ATV00097,Média,2025-01-25,Não Corrigida
VUL005698,ATV00762,Alta,2025-01-25,Em Progresso
VUL005699,ATV00985,Média,2024-11-28,Corrigida
VUL005700,ATV00564,Crítica,2025-05-10,Em Progresso
VUL005701,ATV00721,Crítica,2025-04-09,Corrigida
VUL005702,ATV00774,Crítica,2024-12-09,Corrigida
VUL005703,ATV00764,Alta,2024-12-27,Corrigida
VUL005704,ATV00403,Alta,2025-02-10,Em Progresso
VUL005705,ATV00554,Alta,2025-04-16,Corrigida
VUL005706,ATV00406,Crítica,2025-03-24,Em Progresso
VUL005707,ATV00688,Crítica,2025-03-29,Corrigida
VUL005708,ATV00143,Baixa,2024-12-06,Em Progresso
VUL005709,ATV00793,Crítica,2025-04-15,Corrigida
VUL005710,ATV00484,Alta,2024-12-22,Corrigida
VUL005711,ATV00832,Baixa,2024-12-05,Corrigida
VUL005712,ATV00328,Crítica,2025-03-26,Corrigida
VUL005713,ATV00436,Crítica,2025-03-18,Corrigida
VUL005714,ATV00717,Baixa,2025-03-10,Não Corrigida
VUL005715,ATV00169,Baixa,2025-01-13,Em Progresso
VUL005716,ATV00947,Média,2024-12-16,Não Corrigida
