ID_Patch,ID_Ativo,Responsável,Data_Aplicação,Resultado
PTC003695,ATV00999,Carlos,2025-01-05,Falha
PTC003696,ATV00777,Lucas,2025-01-13,Sucesso
PTC003697,ATV00034,Lucas,2025-03-14,Sucesso
PTC003698,ATV00866,Fernanda,2025-01-18,Falha
PTC003699,ATV00621,João,2025-03-23,Sucesso
PTC003700,ATV00205,Fernanda,2024-12-14,Falha
PTC003701,ATV00372,Carlos,2025-03-08,Sucesso
PTC003702,ATV00440,Fernanda,2025-04-11,Sucesso
PTC003703,ATV00744,João,2025-03-15,Sucesso
PTC003704,ATV00937,Lucas,2025-01-31,Falha
PTC003705,ATV00166,João,2025-01-28,Falha
PTC003706,ATV00245,Lucas,2024-11-26,Sucesso
PTC003707,ATV00978,Marina,2024-12-16,Sucesso
PTC003708,ATV00779,Lucas,2024-11-29,Sucesso
PTC003709,ATV00597,João,2024-12-17,Falha
PTC003710,ATV00083,João,2024-12-10,Sucesso
PTC003711,ATV00941,Lucas,2025-01-31,Sucesso
PTC003712,ATV00074,Carlos,2025-03-15,Sucesso
PTC003713,ATV00688,Fernanda,2025-02-26,Falha
PTC003714,ATV00473,Fernanda,2025-03-03,Falha
PTC003715,ATV00449,João,2025-05-09,Sucesso
PTC003716,ATV00339,Lucas,2025-03-15,Sucesso
PTC003717,ATV00778,Lucas,2025-03-19,Sucesso
PTC003718,ATV00509,Carlos,2024-12-28,Falha
PTC003719,ATV00961,João,2025-03-09,Sucesso
PTC003720,ATV00733,Carlos,2025-04-18,Sucesso
PTC003721,ATV00526,Fernanda,2025-01-04,Sucesso
PTC003722,ATV00030,João,2024-11-29,Falha
PTC003723,ATV00464,João,2025-04-26,Sucesso
PTC003724,ATV00280,Lucas,2025-02-09,Sucesso
PTC003725,ATV00588,Marina,2025-03-10,Falha
PTC003726,ATV00397,João,2025-02-07,Sucesso
PTC003727,ATV00305,Fernanda,2025-01-24,Falha
PTC003728,ATV00999,Fernanda,2025-04-19,Falha
PTC003729,ATV00509,Fernanda,2025-01-22,Sucesso
PTC003730,ATV00690,João,2024-12-21,Sucesso
PTC003731,ATV00911,Lucas,2025-03-23,Sucesso
PTC003732,ATV00785,João,2025-04-05,Sucesso
PTC003733,ATV00235,Fernanda,2024-12-02,Sucesso
PTC003734,ATV00230,Marina,2025-02-14,Falha
PTC003735,ATV00346,Marina,2025-01-17,Sucesso
PTC003736,ATV00109,Lucas,2025-03-01,Falha
PTC003737,ATV00841,Marina,2024-12-13,Sucesso
PTC003738,ATV00653,Lucas,2025-02-21,Sucesso
PTC003739,ATV00151,João,2025-04-28,Sucesso
PTC003740,ATV00954,Carlos,2025-04-11,Sucesso
PTC003741,ATV00697,Carlos,2025-02-02,Falha
PTC003742,ATV00503,João,2025-02-07,Falha
PTC003743,ATV00250,João,2025-01-04,Falha
PTC003744,ATV00794,Lucas,2025-01-21,Sucesso
PTC003745,ATV00912,Fernanda,2025-05-17,Sucesso
PTC003746,ATV00494,Fernanda,2024-11-27,Sucesso
PTC003747,ATV00065,João,2024-11-30,Falha
PTC003748,ATV00796,João,2025-01-26,Sucesso
PTC003749,ATV00937,Marina,2025-05-20,Sucesso
PTC003750,ATV00444,Carlos,2025-01-20,Falha
PTC003751,ATV00894,Fernanda,2025-01-17,Falha
PTC003752,ATV00535,Fernanda,2025-05-01,Falha
PTC003753,ATV00099,João,2024-11-29,Sucesso
PTC003754,ATV00745,João,2025-05-18,Falha
PTC003755,ATV00075,Lucas,2025-05-17,Falha
PTC003756,ATV00610,Lucas,2025-03-28,Sucesso
PTC003757,ATV00107,Fernanda,2025-01-14,Sucesso
PTC003758,ATV00480,Marina,2025-01-15,Sucesso
PTC003759,ATV00011,João,2025-04-24,Falha
PTC003760,ATV00616,Lucas,2025-05-09,Sucesso
PTC003761,ATV00508,Carlos,2025-02-27,Sucesso
PTC003762,ATV00260,Fernanda,2025-05-07,Sucesso
PTC003763,ATV00452,Fernanda,2025-02-26,Sucesso
PTC003764,ATV00212,Fernanda,2024-12-18,Falha
PTC003765,ATV00202,Lucas,2024-12-06,Falha
PTC003766,ATV00220,Carlos,2025-03-10,Sucesso
PTC003767,ATV00288,Lucas,2025-03-03,Falha
PTC003768,ATV00217,Carlos,2025-04-14,Falha
PTC003769,ATV00942,João,2025-05-06,Falha
PTC003770,ATV00170,Fernanda,2025-01-07,Sucesso
PTC003771,ATV00476,João,2024-12-20,Sucesso
PTC003772,ATV00464,Lucas,2025-02-21,Sucesso
PTC003773,ATV00386,Marina,2025-04-13,Falha
PTC003774,ATV00080,João,2025-01-18,Sucesso
PTC003775,ATV00511,Carlos,2025-03-06,Sucesso
PTC003776,ATV00490,João,2024-11-27,Falha
PTC003777,ATV00199,Carlos,2025-05-08,Sucesso
PTC003778,ATV00669,Marina,2025-02-27,Sucesso
PTC003779,ATV00888,Fernanda,2025-05-08,Falha
PTC003780,ATV00884,Lucas,2025-03-31,Sucesso
PTC003781,ATV00816,João,2025-04-04,Sucesso
PTC003782,ATV00097,Marina,2025-01-15,Sucesso
PTC003783,ATV00676,Lucas,2025-03-31,Sucesso
PTC003784,ATV00801,Carlos,2025-02-04,Sucesso
PTC003785,ATV00415,Marina,2025-03-26,Sucesso
PTC003786,ATV01000,Carlos,2025-05-12,Falha
PTC003787,ATV00145,João,2025-01-28,Sucesso
PTC003788,ATV00966,Carlos,2025-05-10,Falha
PTC003789,ATV00903,Fernanda,2025-04-26,Falha
PTC003790,ATV00556,Carlos,2025-04-25,Falha
PTC003791,ATV00269,Marina,2024-11-30,Sucesso
PTC003792,ATV00719,Carlos,2025-05-17,Falha
PTC003793,ATV00652,Carlos,2025-05-14,Falha
PTC003794,ATV00506,Fernanda,2024-12-27,Sucesso
PTC003795,ATV00131,Marina,2025-04-01,Falha
PTC003796,ATV00693,Carlos,2024-12-20,Sucesso
PTC003797,ATV00509,Marina,2025-01-16,Sucesso
PTC003798,ATV00337,Fernanda,2025-05-19,Sucesso
PTC003799,ATV00925,Marina,2024-11-23,Falha
PTC003800,ATV00896,Lucas,2025-04-27,Sucesso
PTC003801,ATV00254,Carlos,2025-01-02,Sucesso
PTC003802,ATV00330,Fernanda,2024-12-13,Falha
PTC003803,ATV00602,Carlos,2025-04-16,Falha
PTC003804,ATV00398,Lucas,2025-02-27,Sucesso
PTC003805,ATV00389,João,2024-12-31,Falha
PTC003806,ATV00818,João,2025-05-10,Sucesso
PTC003807,ATV00189,Fernanda,2024-12-26,Falha
PTC003808,ATV00701,Marina,2024-12-31,Sucesso
PTC003809,ATV00789,Fernanda,2025-05-07,Sucesso
PTC003810,ATV00058,João,2025-02-15,Falha
PTC003811,ATV00407,João,2025-05-16,Falha
PTC003812,ATV00964,Fernanda,2025-01-11,Falha
PTC003813,ATV00203,João,2025-01-18,Falha
PTC003814,ATV00996,Lucas,2024-12-23,Falha
PTC003815,ATV00402,Marina,2025-02-02,Sucesso
PTC003816,ATV00702,Carlos,2025-02-21,Falha
PTC003817,ATV00214,Carlos,2024-12-02,Falha
PTC003818,ATV00246,Lucas,2025-04-09,Falha
PTC003819,ATV00050,Lucas,2025-03-21,Falha
PTC003820,ATV00619,Lucas,2024-12-25,Falha
PTC003821,ATV00533,Marina,2025-04-16,Falha
PTC003822,ATV00815,Carlos,2025-01-31,Falha
PTC003823,ATV00062,Lucas,2025-04-05,Falha
PTC003824,ATV00552,Carlos,2025-03-30,Falha
PTC003825,ATV00502,Lucas,2025-05-01,Falha
PTC003826,ATV00550,Fernanda,2025-01-10,Falha
PTC003827,ATV00995,Lucas,2024-12-30,Falha
PTC003828,ATV00861,João,2025-05-08,Falha
PTC003829,ATV00691,Marina,2025-02-19,Falha
PTC003830,ATV00007,Marina,2024-12-12,Falha
PTC003831,ATV00303,Fernanda,2024-12-24,Falha
PTC003832,ATV00218,Marina,2024-12-28,Sucesso
PTC003833,ATV00400,Carlos,2025-05-07,Sucesso
PTC003834,ATV00608,Lucas,2025-03-07,Sucesso
PTC003835,ATV00765,Lucas,2024-12-19,Sucesso
PTC003836,ATV00266,Marina,2025-02-11,Falha
PTC003837,ATV00945,Marina,2024-11-28,Sucesso
PTC003838,ATV00233,Marina,2024-12-16,Falha
PTC003839,ATV00816,Carlos,2025-01-29,Falha
PTC003840,ATV00837,João,2025-01-26,Sucesso
PTC003841,ATV00225,Marina,2025-02-08,Falha
PTC003842,ATV00759,Fernanda,2025-05-01,Sucesso
PTC003843,ATV00805,Marina,2024-12-06,Sucesso
PTC003844,ATV00832,Lucas,2025-01-13,Sucesso
PTC003845,ATV00318,Lucas,2025-01-10,Sucesso
PTC003846,ATV00575,Carlos,2025-05-13,Sucesso
PTC003847,ATV00932,Fernanda,2025-03-19,Falha
PTC003848,ATV00988,Carlos,2025-01-30,Sucesso
PTC003849,ATV00395,Fernanda,2025-03-04,Falha
PTC003850,ATV00847,Lucas,2025-01-02,Falha
PTC003851,ATV00115,Fernanda,2025-05-15,Sucesso
PTC003852,ATV00585,João,2025-01-20,Sucesso
PTC003853,ATV00705,Carlos,2025-05-03,Sucesso
PTC003854,ATV00612,Marina,2025-04-03,Falha
PTC003855,ATV00768,João,2025-04-18,Sucesso
PTC003856,ATV00205,Fernanda,2025-03-30,Falha
PTC003857,ATV00305,Fernanda,2025-02-23,Falha
PTC003858,ATV00738,Fernanda,2025-01-26,Sucesso
PTC003859,ATV00973,Carlos,2024-11-28,Falha
PTC003860,ATV00546,Lucas,2025-04-21,Sucesso
PTC003861,ATV00587,João,2025-05-05,Sucesso
PTC003862,ATV00634,Marina,2024-12-13,Sucesso
PTC003863,ATV00186,Carlos,2025-05-11,Sucesso
PTC003864,ATV00744,Marina,2025-01-22,Falha
PTC003865,ATV00684,João,2025-01-18,Falha
PTC003866,ATV00189,Carlos,2025-03-20,Sucesso
PTC003867,ATV00466,Lucas,2025-03-20,Sucesso
PTC003868,ATV00284,Fernanda,2025-05-04,Falha
PTC003869,ATV00403,João,2024-12-12,Sucesso
PTC003870,ATV00431,João,2025-03-29,Sucesso
PTC003871,ATV00151,Carlos,2025-04-03,Sucesso
PTC003872,ATV00185,Marina,2025-05-20,Sucesso
PTC003873,ATV00543,Fernanda,2024-12-06,Sucesso
PTC003874,ATV00138,João,2024-11-27,Falha
PTC003875,ATV00590,Marina,2025-04-22,Sucesso
PTC003876,ATV00192,Lucas,2025-02-23,Falha
PTC003877,ATV00412,Fernanda,2025-04-26,Falha
PTC003878,ATV00040,Lucas,2025-03-22,Sucesso
PTC003879,ATV00493,Fernanda,2025-03-18,Sucesso
PTC003880,ATV00157,João,2024-11-29,Sucesso
PTC003881,ATV00332,Lucas,2025-05-19,Sucesso
PTC003882,ATV00981,Carlos,2024-12-01,Falha
PTC003883,ATV00826,João,2024-12-13,Sucesso
PTC003884,ATV00242,Marina,2024-12-05,Sucesso
PTC003885,ATV00285,Marina,2025-05-13,Sucesso
PTC003886,ATV00658,Marina,2025-03-03,Falha
PTC003887,ATV00367,Lucas,2025-04-30,Falha
PTC003888,ATV00933,Marina,2025-03-05,Falha
PTC003889,ATV00499,Marina,2025-04-08,Falha
PTC003890,ATV00981,Marina,2025-03-13,Sucesso
PTC003891,ATV00074,Marina,2025-02-09,Sucesso
PTC003892,ATV00257,João,2025-02-05,Sucesso
PTC003893,ATV00653,Marina,2025-01-24,Falha
PTC003894,ATV00068,Carlos,2025-05-11,Falha
PTC003895,ATV00318,Fernanda,2024-12-04,Sucesso
PTC003896,ATV00651,Carlos,2025-02-20,Falha
PTC003897,ATV00677,Carlos,2025-03-23,Falha
PTC003898,ATV00691,Lucas,2025-01-07,Sucesso
PTC003899,ATV00759,João,2025-05-09,Falha
PTC003900,ATV00476,Lucas,2024-12-03,Falha
PTC003901,ATV00690,Marina,2024-12-12,Falha
PTC003902,ATV00541,Marina,2024-11-27,Falha
PTC003903,ATV00812,Carlos,2025-02-18,Falha
PTC003904,ATV00084,João,2025-04-23,Falha
PTC003905,ATV00779,Lucas,2025-03-11,Sucesso
PTC003906,ATV00982,Lucas,2025-04-07,Falha
PTC003907,ATV00300,Fernanda,2025-02-08,Falha
PTC003908,ATV00194,João,2025-05-05,Sucesso
PTC003909,ATV00532,Fernanda,2025-04-17,Sucesso
PTC003910,ATV00818,João,2025-02-02,Falha
PTC003911,ATV00019,Fernanda,2025-05-03,Sucesso
PTC003912,ATV00212,Fernanda,2024-12-16,Sucesso
PTC003913,ATV00154,Marina,2025-02-03,Sucesso
PTC003914,ATV00993,Fernanda,2025-02-08,Falha
PTC003915,ATV00446,Fernanda,2025-01-17,Sucesso
PTC003916,ATV00070,Lucas,2025-03-31,Falha
PTC003917,ATV00299,Marina,2024-12-17,Falha
PTC003918,ATV00950,Lucas,2025-04-01,Sucesso
PTC003919,ATV00397,Fernanda,2025-01-21,Sucesso
PTC003920,ATV00680,Lucas,2025-03-25,Sucesso
PTC003921,ATV00315,Lucas,2024-11-26,Sucesso
PTC003922,ATV00946,Marina,2024-12-10,Falha
PTC003923,ATV00129,João,2024-12-19,Falha
PTC003924,ATV00111,Fernanda,2025-04-05,Falha
PTC003925,ATV00394,Fernanda,2024-12-16,Falha
PTC003926,ATV00035,João,2025-05-03,Sucesso
PTC003927,ATV00200,João,2025-04-04,Sucesso
PTC003928,ATV00376,Carlos,2024-11-25,Sucesso
PTC003929,ATV00939,Lucas,2025-03-24,Sucesso
PTC003930,ATV00881,Marina,2024-11-28,Falha
PTC003931,ATV00252,João,2024-12-29,Sucesso
PTC003932,ATV00274,Lucas,2025-01-10,Falha
PTC003933,ATV00593,Lucas,2025-05-22,Sucesso
PTC003934,ATV00729,Carlos,2025-05-03,Falha
PTC003935,ATV00393,Lucas,2025-02-12,Sucesso
PTC003936,ATV00074,Fernanda,2024-12-12,Sucesso
PTC003937,ATV00719,Fernanda,2024-12-25,Sucesso
PTC003938,ATV00296,Marina,2025-05-21,Falha
PTC003939,ATV00747,Marina,2025-05-17,Sucesso
PTC003940,ATV00514,Carlos,2025-01-03,Sucesso
PTC003941,ATV00704,Lucas,2024-12-31,Falha
PTC003942,ATV00109,Marina,2025-02-14,Sucesso
PTC003943,ATV00019,Marina,2025-02-06,Falha
PTC003944,ATV00197,Carlos,2025-05-16,Falha
PTC003945,ATV00623,Lucas,2025-04-13,Sucesso
PTC003946,ATV00998,Fernanda,2025-02-18,Sucesso
PTC003947,ATV00940,Fernanda,2025-04-14,Falha
PTC003948,ATV00021,Lucas,2025-01-22,Sucesso
PTC003949,ATV00601,Marina,2025-03-03,Falha
PTC003950,ATV00691,Marina,2024-12-08,Sucesso
PTC003951,ATV00709,Carlos,2025-02-07,Sucesso
PTC003952,ATV00244,Marina,2025-02-28,Sucesso
PTC003953,ATV00397,João,2025-04-16,Sucesso
PTC003954,ATV00804,Marina,2024-12-12,Falha
PTC003955,ATV00101,Marina,2025-04-17,Falha
PTC003956,ATV00452,Marina,2025-04-10,Falha
PTC003957,ATV00267,Carlos,2024-12-28,Sucesso
PTC003958,ATV00187,Carlos,2025-01-09,Falha
PTC003959,ATV00106,Lucas,2024-12-01,Falha
PTC003960,ATV00315,Carlos,2025-05-07,Falha
PTC003961,ATV00574,João,2025-01-09,Sucesso
PTC003962,ATV00337,Carlos,2025-03-09,Sucesso
PTC003963,ATV00861,Fernanda,2025-05-07,Sucesso
PTC003964,ATV00511,Lucas,2025-04-25,Falha
PTC003965,ATV00784,Marina,2025-03-24,Sucesso
PTC003966,ATV00765,João,2025-02-22,Falha
PTC003967,ATV00803,João,2025-01-28,Sucesso
PTC003968,ATV00579,Fernanda,2025-04-29,Sucesso
PTC003969,ATV00050,Lucas,2025-01-01,Sucesso
PTC003970,ATV00486,Carlos,2025-03-30,Falha
PTC003971,ATV00157,Marina,2025-01-11,Falha
PTC003972,ATV00273,Marina,2024-12-17,Sucesso
PTC003973,ATV00966,Carlos,2025-03-26,Sucesso
PTC003974,ATV00416,João,2025-02-27,Falha
PTC003975,ATV00872,João,2025-01-01,Falha
PTC003976,ATV00003,Lucas,2025-01-17,Falha
PTC003977,ATV00881,Marina,2025-04-27,Falha
PTC003978,ATV00411,Fernanda,2025-04-25,Falha
PTC003979,ATV00279,Marina,2025-02-16,Sucesso
PTC003980,ATV00226,Marina,2025-02-12,Falha
PTC003981,ATV00027,Fernanda,2025-01-17,Falha
PTC003982,ATV00612,Carlos,2025-02-08,Falha
PTC003983,ATV00610,Lucas,2025-05-14,Sucesso
PTC003984,ATV00112,Fernanda,2025-02-13,Falha
PTC003985,ATV00869,João,2024-11-23,Falha
PTC003986,ATV00399,Marina,2025-01-17,Falha
PTC003987,ATV00634,Carlos,2025-02-09,Falha
PTC003988,ATV00309,Carlos,2025-02-01,Falha
PTC003989,ATV00908,João,2025-03-05,Falha
PTC003990,ATV00936,Carlos,2025-05-09,Sucesso
PTC003991,ATV00534,Carlos,2025-01-06,Falha
PTC003992,ATV00825,Marina,2025-03-04,Sucesso
PTC003993,ATV00713,Marina,2025-05-12,Falha
PTC003994,ATV00955,João,2025-04-05,Sucesso
PTC003995,ATV00080,Lucas,2025-01-17,Sucesso
PTC003996,ATV00304,Marina,2025-05-01,Falha
PTC003997,ATV00219,Marina,2025-02-18,Falha
PTC003998,ATV00846,Lucas,2024-12-08,Sucesso
PTC003999,ATV00417,Fernanda,2024-11-27,Sucesso
PTC004000,ATV00545,Marina,2025-01-02,Falha
PTC004001,ATV00778,Fernanda,2025-02-27,Falha
PTC004002,ATV00250,Carlos,2024-12-17,Sucesso
PTC004003,ATV00044,Lucas,2024-12-19,Falha
PTC004004,ATV00673,Marina,2025-03-11,Falha
PTC004005,ATV00049,Lucas,2025-05-03,Falha
PTC004006,ATV00725,Marina,2025-02-16,Sucesso
PTC004007,ATV00634,Marina,2025-04-05,Falha
PTC004008,ATV00681,Carlos,2025-02-14,Falha
PTC004009,ATV00109,Lucas,2025-03-04,Falha
PTC004010,ATV00756,Fernanda,2025-03-19,Falha
PTC004011,ATV00544,Fernanda,2025-02-05,Sucesso
PTC004012,ATV00914,Carlos,2025-03-11,Falha
PTC004013,ATV00856,Marina,2024-11-28,Sucesso
PTC004014,ATV00840,Fernanda,2025-02-03,Sucesso
PTC004015,ATV00399,Carlos,2025-05-16,Sucesso
PTC004016,ATV00537,Lucas,2025-05-22,Sucesso
PTC004017,ATV00200,Carlos,2025-03-08,Sucesso
PTC004018,ATV00668,Lucas,2025-03-10,Sucesso
PTC004019,ATV00620,Carlos,2024-12-04,Sucesso
PTC004020,ATV00067,Lucas,2025-04-02,Falha
PTC004021,ATV00056,João,2025-01-12,Falha
PTC004022,ATV00549,Marina,2025-01-09,Sucesso
PTC004023,ATV00191,Marina,2025-04-28,Sucesso
PTC004024,ATV00852,Marina,2024-12-31,Falha
PTC004025,ATV00146,Fernanda,2024-12-03,Falha
PTC004026,ATV00571,João,2024-12-18,Sucesso
PTC004027,ATV00853,Marina,2024-12-23,Sucesso
PTC004028,ATV00363,Lucas,2025-04-16,Sucesso
PTC004029,ATV00536,Carlos,2025-02-04,Falha
PTC004030,ATV00751,Carlos,2025-04-08,Falha
PTC004031,ATV00315,Lucas,2025-03-18,Sucesso
PTC004032,ATV00688,Lucas,2024-12-20,Falha
PTC004033,ATV00986,Fernanda,2025-04-24,Falha
PTC004034,ATV00832,Marina,2025-05-16,Falha
PTC004035,ATV00937,Marina,2025-05-15,Falha
PTC004036,ATV00174,Carlos,2025-01-27,Sucesso
PTC004037,ATV00389,Fernanda,2025-04-10,Falha
PTC004038,ATV00497,Marina,2025-01-01,Falha
PTC004039,ATV00550,Carlos,2025-01-21,Sucesso
PTC004040,ATV00890,Lucas,2025-03-12,Falha
PTC004041,ATV00163,Carlos,2024-11-26,Sucesso
PTC004042,ATV00852,Carlos,2025-03-10,Falha
PTC004043,ATV00784,João,2024-12-01,Falha
PTC004044,ATV00706,Marina,2025-03-02,Sucesso
PTC004045,ATV00637,Marina,2025-05-03,Sucesso
PTC004046,ATV00860,Carlos,2025-04-11,Falha
PTC004047,ATV00999,Lucas,2024-12-14,Sucesso
PTC004048,ATV00236,Lucas,2025-01-13,Falha
PTC004049,ATV00780,Marina,2024-11-28,Sucesso
PTC004050,ATV00368,Lucas,2024-12-19,Falha
PTC004051,ATV00391,Lucas,2025-03-22,Falha
PTC004052,ATV00411,Fernanda,2025-01-10,Falha
PTC004053,ATV00534,Fernanda,2025-03-29,Sucesso
PTC004054,ATV00910,Lucas,2025-03-25,Falha
PTC004055,ATV00568,Fernanda,2024-11-30,Falha
PTC004056,ATV00614,Lucas,2024-12-26,Sucesso
PTC004057,ATV00368,Carlos,2025-02-28,Falha
PTC004058,ATV00277,Marina,2025-05-01,Falha
PTC004059,ATV00659,Carlos,2024-12-15,Falha
PTC004060,ATV00337,Marina,2025-01-29,Sucesso
PTC004061,ATV00763,Carlos,2025-02-08,Falha
PTC004062,ATV00341,Marina,2025-03-11,Sucesso
PTC004063,ATV00817,Fernanda,2025-03-07,Falha
PTC004064,ATV00527,Marina,2025-03-14,Falha
PTC004065,ATV00477,Marina,2025-04-17,Falha
PTC004066,ATV00414,Lucas,2025-01-01,Sucesso
PTC004067,ATV00520,Fernanda,2025-02-24,Falha
PTC004068,ATV00801,Marina,2024-12-07,Falha
PTC004069,ATV00348,Carlos,2025-05-16,Sucesso
PTC004070,ATV00865,Lucas,2025-02-19,Sucesso
PTC004071,ATV00384,João,2025-02-01,Falha
PTC004072,ATV00682,Fernanda,2025-03-07,Sucesso
PTC004073,ATV00221,João,2025-02-01,Sucesso
PTC004074,ATV00492,João,2025-04-28,Falha
PTC004075,ATV00592,Marina,2024-11-23,Falha
PTC004076,ATV00866,Lucas,2025-03-22,Falha
PTC004077,ATV00119,Fernanda,2024-12-29,Falha
PTC004078,ATV00255,Carlos,2025-01-29,Sucesso
PTC004079,ATV00380,Marina,2025-03-16,Falha
PTC004080,ATV00260,Carlos,2025-05-14,Sucesso
PTC004081,ATV00075,Carlos,2025-03-08,Sucesso
PTC004082,ATV00217,Carlos,2025-02-19,Sucesso
PTC004083,ATV00648,João,2025-01-10,Sucesso
PTC004084,ATV00218,Marina,2024-12-03,Sucesso
PTC004085,ATV00429,Carlos,2025-03-06,Falha
PTC004086,ATV00541,Lucas,2025-05-01,Sucesso
PTC004087,ATV00376,Carlos,2025-04-05,Falha
PTC004088,ATV00417,Lucas,2025-04-11,Sucesso
PTC004089,ATV00834,João,2025-04-23,Falha
PTC004090,ATV00700,João,2025-02-23,Sucesso
PTC004091,ATV00085,Lucas,2025-05-02,Falha
PTC004092,ATV00042,Marina,2025-05-09,Falha
PTC004093,ATV00151,Marina,2025-01-25,Sucesso
PTC004094,ATV00312,Carlos,2025-04-10,Falha
PTC004095,ATV00971,Fernanda,2025-04-13,Falha
PTC004096,ATV00221,João,2025-02-20,Falha
PTC004097,ATV00004,Marina,2025-04-01,Falha
PTC004098,ATV00426,Marina,2025-03-17,Sucesso
PTC004099,ATV00117,João,2024-12-09,Sucesso
PTC004100,ATV00431,Marina,2025-05-14,Sucesso
PTC004101,ATV00468,Fernanda,2025-05-12,Sucesso
PTC004102,ATV00525,Lucas,2025-04-24,Sucesso
PTC004103,ATV00294,Lucas,2025-04-23,Sucesso
PTC004104,ATV00172,Carlos,2024-12-29,Falha
PTC004105,ATV00453,Lucas,2025-02-21,Sucesso
PTC004106,ATV00576,João,2024-12-19,Sucesso
PTC004107,ATV00095,João,2025-05-03,Falha
PTC004108,ATV00810,Marina,2025-02-09,Falha
PTC004109,ATV00036,Carlos,2024-12-07,Sucesso
PTC004110,ATV00646,Fernanda,2025-01-13,Sucesso
PTC004111,ATV00058,Lucas,2025-01-30,Falha
PTC004112,ATV00503,João,2024-12-19,Sucesso
PTC004113,ATV00222,Lucas,2024-12-10,Sucesso
PTC004114,ATV00684,João,2025-01-13,Sucesso
PTC004115,ATV00619,Marina,2024-12-31,Falha
PTC004116,ATV00097,João,2025-03-18,Sucesso
PTC004117,ATV00366,Fernanda,2025-01-31,Falha
PTC004118,ATV00433,Lucas,2025-03-05,Falha
PTC004119,ATV00204,Fernanda,2025-02-06,Sucesso
PTC004120,ATV00909,Marina,2024-12-25,Sucesso
PTC004121,ATV00151,Fernanda,2025-05-12,Falha
PTC004122,ATV00914,Lucas,2025-01-17,Falha
PTC004123,ATV00338,João,2025-03-13,Falha
PTC004124,ATV00911,Fernanda,2024-12-01,Sucesso
PTC004125,ATV00770,Lucas,2025-04-27,Sucesso
PTC004126,ATV00690,Carlos,2025-01-03,Sucesso
PTC004127,ATV00968,João,2025-01-25,Sucesso
PTC004128,ATV00409,Lucas,2025-03-14,Falha
PTC004129,ATV00053,Marina,2024-12-20,Falha
PTC004130,ATV00147,Marina,2025-04-03,Falha
PTC004131,ATV00863,Fernanda,2025-01-09,Falha
PTC004132,ATV00069,Marina,2025-05-12,Falha
PTC004133,ATV00926,João,2025-05-08,Sucesso
PTC004134,ATV00157,Marina,2025-01-15,Sucesso
PTC004135,ATV00127,Carlos,2025-03-20,Falha
PTC004136,ATV00273,Lucas,2025-02-18,Sucesso
PTC004137,ATV00446,Fernanda,2024-12-03,Sucesso
PTC004138,ATV00291,Marina,2025-03-10,Falha
PTC004139,ATV00646,João,2025-05-14,Falha
PTC004140,ATV00748,Marina,2025-03-10,Falha
PTC004141,ATV00978,João,2025-01-31,Falha
PTC004142,ATV00109,João,2025-01-08,Sucesso
PTC004143,ATV00805,Marina,2025-01-22,Sucesso
PTC004144,ATV00603,João,2025-05-22,Sucesso
PTC004145,ATV00919,Fernanda,2025-04-27,Falha
PTC004146,ATV00155,Fernanda,2024-11-24,Sucesso
PTC004147,ATV00942,João,2025-02-03,Falha
PTC004148,ATV00996,Marina,2024-12-12,Sucesso
PTC004149,ATV00203,Carlos,2024-12-30,Falha
PTC004150,ATV00266,Fernanda,2025-02-24,Falha
PTC004151,ATV00684,Fernanda,2025-04-30,Sucesso
PTC004152,ATV00352,Fernanda,2025-04-10,Sucesso
PTC004153,ATV00300,Fernanda,2024-11-29,Falha
PTC004154,ATV00116,Lucas,2024-12-10,Sucesso
PTC004155,ATV00036,Lucas,2025-05-13,Falha
PTC004156,ATV00074,Lucas,2024-12-12,Sucesso
PTC004157,ATV00501,Carlos,2025-03-12,Sucesso
PTC004158,ATV00271,João,2025-04-15,Sucesso
PTC004159,ATV00119,Fernanda,2025-04-21,Sucesso
PTC004160,ATV00914,Marina,2025-03-13,Falha
PTC004161,ATV00709,Marina,2025-04-20,Sucesso
PTC004162,ATV00962,Fernanda,2025-05-15,Falha
PTC004163,ATV00069,João,2025-02-18,Sucesso
PTC004164,ATV00149,Fernanda,2025-01-29,Sucesso
PTC004165,ATV00578,Fernanda,2025-04-08,Falha
PTC004166,ATV00419,Fernanda,2025-05-04,Sucesso
PTC004167,ATV00330,Marina,2024-11-28,Sucesso
PTC004168,ATV00997,Fernanda,2025-01-06,Falha
PTC004169,ATV00362,Lucas,2025-04-13,Falha
PTC004170,ATV00148,Fernanda,2025-02-28,Sucesso
PTC004171,ATV00948,Lucas,2025-01-04,Falha
PTC004172,ATV00141,João,2024-12-29,Falha
PTC004173,ATV00526,Carlos,2025-04-21,Falha
PTC004174,ATV00219,Lucas,2025-01-08,Sucesso
PTC004175,ATV00178,Marina,2025-04-29,Sucesso
PTC004176,ATV00090,João,2025-02-21,Sucesso
PTC004177,ATV00907,Fernanda,2025-02-27,Falha
PTC004178,ATV00386,Lucas,2024-12-06,Falha
PTC004179,ATV00915,Marina,2025-02-11,Sucesso
PTC004180,ATV00944,Marina,2024-11-27,Sucesso
PTC004181,ATV00313,Fernanda,2025-05-19,Falha
PTC004182,ATV00252,João,2025-04-24,Sucesso
PTC004183,ATV00185,Fernanda,2025-04-08,Sucesso
PTC004184,ATV00360,Lucas,2025-04-15,Sucesso
